ISN Part Number	Description	Cost	Special Retail	Regular Retail	Catalog Page	TW Page	UOM	UPC Code	Weight	Length	Width	Height	Country of Origin
FJC4045	O RING	0.38	0.58	0.80			1		4.00	3.00	2.00	1.00	0
FJC4086	HNBR O-RING	0.38	0.58	0.80			1		0.01	0.25	0.25	0.20	0
FJC4183	O'RING	0.38	0.58	0.77			1		0.01	0.25	0.25	0.10	0
FJC4226	O-RING	0.38	0.58	0.78			1		0.01	4.00	3.00	1.00	0
FJC4234	O-RING	0.38	0.58	0.81			1		2.00	0.20	0.20	0.30	0
FJC4235	O-RING	0.38	0.58	0.78			1	609989004674	0.01	1.00	1.00	1.00	0
FJC4306	CLUTCH SHIM .020	0.38	0.58	0.58			1		0.00	0	0	0	0
FJC4089	ORING METRIC CHRYSLER	0.33	0.51	0.65			1		0.00	0	0	0	0
FJC4186	O RING	0.33	0.51	0.67			1	609989004582	0.01	0.25	0.25	0.10	0
PORPACJS2301A1	PORTACOOL JETSTREAM 230 PORTABLE EVAPORATIVE COOL	984.00	1249.00	1249.00			1	614288482078	128.00	54.00	31.00	29.50	USA
FJC4218	O-RING	0.33	0.51	0.67			1	609989004636	0.50	2.00	2.00	1.00	TWN
FJC4223	O-RING	0.33	0.51	6.50			1		0.50	0.50	0.50	0.50	0
FJC4233	O RING	0.33	0.51	0.67			1	609989004667	0.01	1.00	1.00	0.10	0
FJC4239	O-RING	0.33	0.51	0.65			1		1.00	0.20	0.30	0.30	0
FJC4246	O RING	0.33	0.51	0.65			1		4.00	3.00	2.00	1.00	0
FJC4227	O-RING	0.42	0.65	0.84			1		0.20	1.00	1.00	1.00	0
FJC4228	O-RING	0.42	0.65	0.84			1		0.10	0.10	0.10	0.10	0
FJC4229	O-RING	0.42	0.65	0.84			1		0.01	0.50	0.50	0.10	0
FJC4243	O-RING	0.42	0.65	0.84			1		1.00	1.00	1.00	1.00	0
FLU113	UTILITY MULTIMETER	121.23	139.99	139.99			1	95969434522	0.45	6.00	4.00	2.50	0
FLU323	CLAMP METER	116.90	134.99	134.99			1	95969623742	1.70	9.50	4.50	3.20	0
GRE1008FP	SOC 1/4 3/8D IMP PIPE PLG SQ 4PT	3.45	5.31	5.54			1	729440460075	0.10	1.00	0.68	0.68	TWN
GRE1009FP	SOC 9/32 3/8D IMP PIPE PLG SQ 4PT	3.45	5.31	5.54			1	729440460167	0.10	1.00	0.74	0.74	TWN
GRE1010FP	SOC 5/16 3/8D IMP PIPE PLG SQ 4PT	3.45	5.31	5.54			1	729440460266	0.10	0.75	0.50	0.25	TWN
GRE1011FP	SOC 11/32 3/8D IMP PIPE PLG SQ 4PT	3.45	5.31	5.54			1	729440460389	0.05	1.00	0.74	0.74	TWN
GRE1012FP	SOC 3/8 3/8D IMP PIPE PLG SQ 4PT	3.45	5.31	5.54			1	729440460488	0.05	1.00	0.74	0.74	TWN
GRE1015M	SOC 15MM 3/8D IMP 6PT	2.27	3.49	3.58			1	729440460785	0.10	1.20	0.80	0.80	TWN
GRE1115M	SOC 15MM 3/8D IMP 12PT BLK	2.27	3.49	3.58			1	729440462369	0.10	0.75	0.75	1.20	TWN
GRE1015MD	SOC 15MM 3/8D IMP 6PT DP	3.29	5.06	5.18			1	729440460792	0.25	3.00	1.00	1.00	TWN
GRE1015MSD	3/8_ 15MM SEMI-DEEP IMPACT SOCKET	3.29	5.06	5.18			1	729440494162	0.15	5.50	2.25	1.00	TWN
GRE1115MD	SOC 15MM 3/8D IMP 12PT DP BLK	3.29	5.06	5.18			1	729440462376	0.25	2.50	1.00	1.00	TWN
GRE1115MSD	15MM SEMI-DEEP 3/8DR	3.29	5.06	5.18			1	729440494414	0.15	5.00	2.00	0.10	0
GRE911MDS	SOC 11MM 1/4D IMP 6PT DP	3.29	5.06	5.17			1	729440485702	0.10	2.00	0.60	0.60	TWN
GRE912MDS	SOC 12MM 1/4D IMP 6PT DP	3.29	5.06	5.17			1	729440485801	0.10	2.00	0.66	0.66	TWN
GRE1016MSD	SOC MID DPTH 3/8 DR 16MM	3.64	5.60	5.80			1	729440494179	0.15	1.70	1.00	1.70	TWN
GRE1020SD	3/8 DRIVE X 5/8 SEMI-DEEP	3.64	5.60	5.80			1	729440494018	0.15	0.60	0.30	0.20	0
GRE1116MSD	3/8D 16MM SEMI DEEP 12PT SOCKET	3.64	5.60	5.80			1		0.15	0.41	0.23	0.23	0
GRE1120SD	3/8_DR 5/8_ 12PT SEMI-DEEP IMPACT	3.64	5.60	5.80			1	729440494261	1.00	3.00	1.00	1.00	0
GRE1017MSD	SOC MID DPTH 3/8DR 17MM	3.62	5.57	5.95			1	729440494186	4.00	3.00	2.00	1.00	TWN
GRE1117MSD	3/8D 17MM SEMI DEEP 12PT SOCKET	3.62	5.57	5.95			1	729440494438	0.20	2.00	1.00	1.00	0
GRE1007MD	SOC 7MM 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460037	0.15	2.50	0.70	0.70	TWN
GRE1007MSD	3/8_DR 7MM SEMI DEEP SOCKET 6PT	3.13	4.82	4.94			1	729440494087	1.00	1.00	1.00	1.00	TWN
GRE1008MD	SOC 8MM 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460099	0.15	2.50	0.70	0.70	TWN
GRE1008MSD	3/8_DR 8MM SEMI DEEP SOCKET 6PT	3.13	4.82	4.94			1	729440494094	0.05	1.60	0.70	0.70	TWN
GRE1009MD	SOC 8MM 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460181	0.15	2.50	0.70	0.70	TWN
GRE1009MSD	3/8 DRIVE 9MM SEMI DEEP SOCKET	3.13	4.82	4.94			1	729440494100	0.10	1.50	0.75	0.75	0
GRE1010D	SOC 5/16 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460242	0.15	2.50	0.70	0.70	TWN
GRE1010MD	SOC 10MM 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460280	0.15	2.50	0.75	0.75	TWN
GRE1010MSD	SOC 3/8D 10MM SEMI DEEP	3.13	4.82	4.94			1	729440494117	0.10	2.00	0.50	0.50	TWN
GRE1011MD	SOC 11MM 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460402	0.15	2.50	0.70	0.70	TWN
GRE1011MSD	3/8 DR 11MM SEMI DEEP SOCKET	3.13	4.82	4.94			1	729440494124	0.07	1.50	0.50	0.50	0
GRE1012D	SOC 3/8 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460464	1.00	2.50	0.70	0.70	TWN
GRE1012MD	SOC 12MM 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460501	0.20	2.50	0.70	0.70	TWN
GRE1012MSD	3/8_ DR 12MM SEMI DEEP 6PT SOCKET	3.13	4.82	4.94			1	729440494131	0.10	1.75	0.50	0.40	TWN
GRE1012SD	3/8_ DR 3/8_ SEMI DP IMP	3.13	4.82	4.94			1	729440493974	0.50	1.50	0.10	2.00	0
GRE1013MSD	3/8D 13MM SEMI DEEP SOCKET	3.13	4.82	4.94			1	729440494148	0.10	1.60	0.70	0.70	TWN
GRE1014D	SOC 7/16 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460662	0.20	2.50	0.70	0.70	TWN
GRE1014MSD	14MM 3/8D SEMI DEEP	3.13	4.82	4.94			1	729440494155	0.06	1.50	1.50	1.50	TWN
GRE1014SD	3/8DR.7/16 SEMI DEEP	3.13	4.82	4.94			1	729440493981	0.10	1.75	0.75	0.75	0
GRE1016D	SOC 1/2 3/8D IMP 6PT DP	3.13	4.82	4.97			1	729440460846	0.20	2.50	0.70	0.70	TWN
GRE1016SD	3/8DR 1/2_ SEMI	3.13	4.82	4.94			1	729440493998	0.10	2.00	0.50	0.50	TWN
GRE1018SD	3/8_ DR 9/16_ SEMI DEEP 6PT SOCKET	3.13	4.82	4.94			1	729440494001	0.15	1.00	0.50	0.50	TWN
GRE1020M	SOC 20MM 3/8D IMP 6PT	3.13	4.82	4.92			1	729440461232	0.03	1.50	1.00	1.00	TWN
GRE1021M	SOC 21MM 3/8D IMP 6PT	3.13	4.82	4.92			1	729440461331	0.20	1.25	1.25	1.25	TWN
GRE1022M	SOC 22MM 3/8D IMP 6PT	3.13	4.82	5.02			1	729440461393	0.23	1.25	1.25	1.00	TWN
GRE1026R	SOC 13/16 3/8D IMP 6PT	3.13	4.82	4.92			1	729440461553	0.20	1.10	1.05	1.05	TWN
GRE1028R	SOC 7/8 3/8D IMP 6PT	3.13	4.82	5.02			1	729440461614	0.20	1.20	1.10	1.10	TWN
GRE1102D	SOC 3/8 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440461720	0.20	3.10	2.50	1.50	TWN
GRE1107MD	SOC 7MM 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440461850	0.15	2.50	0.70	0.70	TWN
GRE1107MSD	7MM MID LENGTH 3/8_ DR	3.13	4.82	4.94			1	729440494339	1.00	1.00	1.00	1.00	0
GRE1108MD	SOC 8MM 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440461904	0.15	2.50	0.75	0.75	TWN
GRE1108MSD	3/8DR 8MM SEMI DEEP 12PT	3.13	4.82	4.94			1	729440494346	0.05	1.00	0.25	0.25	0
GRE1109MD	SOC 9MM 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440461959	0.63	3.00	0.50	2.00	TWN
GRE1109MSD	9MM 3/8D 12PT SEMI SOC IMP	3.13	4.82	4.94			1	729440494353	0.10	3.00	1.00	0.50	0
GRE1110D	SOC 5/16 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440461997	0.15	2.50	0.50	0.50	TWN
GRE1110MD	SOC 10MM 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440462024	0.15	2.50	0.75	0.75	TWN
GRE1110MSD	3/8_ DR 10MM SEMI DEEP 12PT	3.13	4.82	4.94			1	729440494360	0.10	2.00	0.50	0.50	TWN
GRE1110SD	SOC 3/8DR 5/16 12PT SEMI DEEP	3.13	4.82	4.94			1	729440494216	4.00	3.00	2.00	1.00	0
GRE1111MD	SOC 11MM 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440462109	0.20	2.50	2.50	0.75	TWN
GRE1111MSD	3/8DR 11MM SEMI DEEP SOCKET	3.13	4.82	4.94			1	729440494377	1.00	1.00	1.00	1.00	0
GRE1112MD	SOC 12MM 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440462161	0.20	0.60	0.60	2.50	TWN
GRE1112MSD	3/8_ DR 12MM 12 PT SEMI-DEEP IMPACT SOCKET	3.13	4.82	4.94			1	729440494384	0.10	5.00	2.50	3.00	TWN
GRE1112SD	3/8DR X 3/8_ 12PT SEMI DEEP SOCKET	3.13	4.82	4.94			1	729440494223	0.10	1.60	0.70	0.70	0
GRE1113MSD	3/8_ DR 13MM SEMI DEEP 12 PT	3.13	4.82	4.94			1	729440494391	0.10	2.00	0.75	0.75	TWN
GRE1114D	SOC 7/16 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440462277	0.20	2.50	0.75	0.75	TWN
GRE1114MSD	SOCKET 14MM SEMI DEEP 12PT	3.13	4.82	4.94			1	729440494407	0.15	5.25	2.50	2.25	0
GRE1114SD	3/8 DR X7/16 SEMI DEEP 12PT	3.13	4.82	4.94			1	729440494230	0.30	3.00	2.00	2.00	0
GRE1116D	SOC 1/2 3/8D IMP 12PT DP BLK	3.13	4.82	4.97			1	729440462413	0.20	2.50	0.60	0.60	TWN
GRE1116SD	3/8DR 1/2 SEMI-DEEP IMPACT	3.13	4.82	4.94			1	729440494247	1.00	1.00	1.00	1.00	0
GRE1118SD	SOC 3/8_DR. 9/16_ 12PT SEMIDEEP	3.13	4.82	4.94			1	729440494254	0.15	3.00	0.75	0.75	0
GRE1120M	SOC 20MM 3/8D IMP 12PT BLK	3.13	4.82	4.92			1	729440462642	0.20	1.20	1.10	1.10	TWN
GRE1121M	SOC 21MM 3/8D IMP 12PT BLK	3.13	4.82	4.92			1	729440462710	0.15	1.20	1.10	1.10	TWN
GRE1122M	SOC 22MM 3/8D IMP 12PT BLK	3.13	4.82	5.02			1	729440462758	0.20	1.10	1.10	1.10	TWN
GRE1126R	SOC 13/16 3/8D IMP 12PT BLK	3.13	4.82	4.92			1	729440462871	0.18	1.25	1.25	1.00	TWN
GRE1128R	SOC 7/8 3/8D IMP 12PT BLK	3.13	4.82	5.02			1	729440462956	0.20	1.20	1.10	1.10	TWN
GRE2008M	SOC 8MM 1/2D IMP 6PT BLK	3.13	4.82	5.08			1	729440463953	0.01	2.00	5.00	2.00	TWN
GRE2009M	1/2_ DRIVE X 9MM STANDARD	3.13	4.82	5.08			1	729440463984	0.15	0.87	0.87	1.50	TWN
GRE2010M	SOC 10MM 1/2D IMP 6PT	3.13	4.82	5.08			1	729440464028	0.15	1.50	0.90	0.90	TWN
GRE2010R	SOC 5/16 1/2D IMP 6PT	3.13	4.82	5.08			1	729440464073	0.05	1.50	0.80	0.80	TWN
GRE2011M	SOC 11MM 1/2D IMP 6PT	3.13	4.82	5.08			1	729440464127	0.15	1.50	0.90	0.90	TWN
GRE2012M	SOC 12MM 1/2D IMP 6PT SHORT	3.13	4.82	5.08			1	729440464219	0.05	1.50	0.80	0.80	TWN
GRE2012R	SOC 3/8 1/2D IMP 6PT	3.13	4.82	5.08			1	729440464264	0.10	1.50	0.80	0.80	TWN
GRE2013M	SOC 13MM 1/2D IMP 6PT	3.13	4.82	5.08			1	729440464349	0.05	1.50	0.90	0.90	TWN
GRE2014M	SOC 14MM 1/2D IMP 6PT	3.13	4.82	5.08			1	729440464431	0.20	1.50	0.80	0.80	TWN
GRE2014R	SOC 7/16 1/2D IMP 6PT	3.13	4.82	5.08			1	729440464486	0.16	1.50	0.90	0.90	TWN
GRE2016R	SOC 1/2 1/2D IMP 6PT	3.13	4.82	5.08			1	729440464707	0.14	1.50	0.80	0.80	TWN
GRE2018R	SOC 9/16 1/2D IMP 6PT	3.13	4.82	5.08			1	729440464943	0.15	1.50	1.00	1.00	TWN
GRE908MDS	SOC 8MM 1/4D IMP 6PT DP	3.13	4.82	4.98			1	729440485351	0.05	2.00	0.50	0.50	TWN
GRE909MDS	SOC 9MM 1/4D IMP 6PT DP	3.13	4.82	5.02			1	729440485467	0.10	2.00	0.54	0.54	TWN
GRE910MDS	SOC 10MM 1/4D IMP 6PT DP	3.13	4.82	4.98			1	729440485573	0.10	2.00	0.60	0.60	TWN
GRE911DS	SOC 11/32 1/4D IMP 6PT DP	3.13	4.82	5.02			1	729440485672	0.08	2.00	0.50	0.50	TWN
GRE912DS	SOC 3/8 1/4D IMP 6PT DP	3.13	4.82	5.02			1	729440485771	0.10	2.00	0.60	0.60	TWN
GRE914DS	SOC 7/16 1/4D IMP 6PT DP	3.13	4.82	5.02			1	729440485948	0.10	2.00	0.60	0.60	TWN
GRE1020RI	SOC 5/8 3/8D IMP SPRK PLG 6PT DP	3.63	5.58	5.91			1	729440461270	0.10	0.30	0.20	0.20	TWN
GRE1026RI	13/16_ SPARK PLUG SOCKET RUBBER INSERT	3.63	5.58	5.91			1	729440461560	0.01	1.00	0.65	0.65	TWN
GRE1105ET	SOC E5 3/8D IMP EXT TRX	3.63	5.58	5.91			1	729440461751	0.05	1.20	0.50	1.20	TWN
GRE1106ET	SOC E6 3/8D IMP EXT TRX	3.63	5.58	5.91			1	729440461805	0.30	1.20	0.50	0.50	TWN
GRE1107ET	3/8_ DRIVE X E7 EXTERNAL TORX IMPACT SOCKET 	3.63	5.58	5.91			1	729440461836	0.05	1.30	0.75	0.75	TWN
GRE1108ET	SOC E8 3/8D IMP EXT TRX	3.63	5.58	5.91			1	729440461881	0.50	1.00	1.00	1.00	TWN
GRE1110ET	3/8_ DRIVE X E10 EXTERNAL TORX IMPACT SOCKET	3.63	5.58	5.91			1	729440462000	0.10	1.29	0.75	0.75	TWN
GRE1111ET	SOC E11 3/8D IMP EXT TRX	3.63	5.58	5.91			1	729440462086	0.15	1.50	0.75	0.75	TWN
GRE1112ET	SOC E12 3/8D IMP EXT TRX	3.63	5.58	5.91			1	729440462147	0.04	1.30	0.72	0.75	TWN
GRE1114ET	3/8_ DRIVE X E14 EXTERNAL TORX IMPACT SOCKET	3.63	5.58	5.91			1	729440462284	0.10	1.00	0.10	0.10	TWN
GRE1116ET	3/8_ DRIVE X E16 EXTERNAL TORX IMPACT SOCKET 	3.63	5.58	5.91			1	729440462420	0.30	0.80	1.00	1.00	TWN
GRE1624	SAE TREAD DEPTH GAUGE	2.71	4.17	4.40			1	729440463434	0.03	3.50	1.00	0.50	TWN
GRE1625M	SAE/METRIC TREAD DEPTH GAUGE	2.71	4.17	4.40			1	729440463441	0.05	3.50	1.00	0.50	TWN
GRE1013MD	SOC 13MM 3/8D IMP 6PT DP	3.04	4.68	4.91			1	729440460617	0.20	2.50	0.75	0.75	TWN
GRE1014MD	SOC 14MM 3/8D IMP 6PT DP	3.04	4.68	4.91			1	729440460693	0.15	2.50	0.70	0.70	TWN
GRE1018D	SOC 9/16 3/8D IMP 6PT DP	3.04	4.68	4.91			1	729440461027	0.20	2.50	0.70	0.70	TWN
GRE1113MD	SOC 13MM 3/8D IMP 12PT DP BLK	3.04	4.68	4.91			1	729440462239	0.20	2.60	0.70	0.70	TWN
GRE1114MD	SOC 14MM 3/8D IMP 12PT DP BLK	3.04	4.68	4.91			1	729440462307	0.20	2.50	0.75	0.75	TWN
GRE1118D	SOC 9/16 3/8D IMP 12PT DP BLK	3.04	4.68	4.91			1	729440462536	0.20	2.12	0.34	0.58	TWN
GRE2110M	SOC 10MM 1/2D IMP 12PT	3.04	4.68	4.86			1	729440467142	0.15	1.50	0.90	0.90	TWN
GRE2111M	SOC 11MM 1/2D IMP 12PT	3.04	4.68	4.86			1	729440467203	0.15	1.50	1.00	1.00	TWN
GRE2112M	SOC 12MM 1/2D IMP 12PT	3.04	4.68	4.86			1	729440467272	0.15	1.50	1.00	1.00	TWN
GRE2113M	SOC 13MM 1/2D IMP 12PT	3.04	4.68	4.86			1	729440467333	0.15	1.50	0.90	0.90	TWN
GRE2114M	SOC 14MM 1/2D IMP 12PT	3.04	4.68	4.86			1	729440467401	0.15	1.50	0.75	0.75	TWN
GRE2112R	SOC 3/8 1/2D IMP 12PT	3.04	4.68	4.78			1	729440467296	0.15	1.50	1.00	1.00	TWN
GRE2114R	SOC 7/16 1/2D IMP 12PT	3.04	4.68	4.78			1	729440467425	0.15	1.50	0.90	0.90	TWN
GRE2116R	SOC 1/2 1/2D IMP 12PT	3.04	4.68	4.78			1	729440467562	0.15	1.50	1.00	1.00	TWN
GRE2118R	SOC 9/16 1/2D IMP 12PT	3.04	4.68	4.78			1	729440467685	0.15	1.50	0.90	0.90	TWN
GRE3220	RETAINING PIN 1.42_ - 1.57_ (36MM-40MM)	1.18	1.82	1.86			1	729440473921	0.05	1.25	1.25	0.25	TWN
GRE3221	RETAINING PIN 1.65_ - 1.69_ (42MM-43MM)	1.18	1.82	1.86			1	729440473938	0.02	1.50	0.20	0.20	TWN
GRE4523	RETAINING PIN 3.39_ (86MM)	2.99	4.60	4.91			1	729440477783	0.25	6.50	2.00	0.25	TWN
GRE4524	RETAINING PIN 3.74_ (95MM)	2.99	4.60	4.91			1	729440477790	0.05	5.50	3.00	0.25	TWN
GRE1019M	SOC 19MM 3/8D IMP 6PT	2.48	3.82	4.05			1	729440461140	0.15	1.20	1.00	1.00	TWN
GRE1024R	SOC 3/4 3/8D IMP 6PT	2.48	3.82	4.05			1	729440461492	0.10	1.10	1.00	1.00	TWN
GRE1119M	SOC 19MM 3/8D IMP 12PT BLK	2.48	3.82	4.05			1	729440462598	0.15	1.20	1.20	1.00	TWN
GRE904ET	1/4_ DRIVE X E4 EXTERNAL TORX IMPACT SOCKET	2.48	3.82	3.98			1	729440485023	0.10	1.00	0.20	0.20	TWN
GRE905ET	SOC E5 1/4D IMP EXT TRX	2.48	3.82	3.98			1	729440485054	0.10	0.75	0.50	0.50	TWN
GRE906ET	1/4_ DRIVE X E6 EXTERNAL TORX IMPACT SOCKET 	2.48	3.82	3.98			1	729440485139	0.04	1.00	0.50	0.50	TWN
GRE907ET	1/4_ DRIVE X E7 EXTERNAL TORX IMPACT SOCKET 	2.48	3.82	3.98			1	729440485238	0.04	1.00	0.50	0.50	TWN
GRE908ET	1/4_ DRIVE X E8 EXTERNAL TORX IMPACT SOCKET	2.48	3.82	3.98			1	729440485337	0.05	1.00	0.50	0.50	TWN
GRE910ET	SOC E10 1/4D IMP EXT TRX	2.48	3.82	3.98			1	729440485559	0.20	0.20	0.20	0.20	TWN
GRE911ET	1/4_ DRIVE X E11 EXTERNAL TORX IMPACT SOCKET	2.48	3.82	3.98			1	729440485689	0.05	1.00	0.15	0.15	TWN
GRE912ET	1/4_ DRIVE X E12 EXTERNAL TORX IMPACT SOCKET	2.48	3.82	3.98			1	729440485788	0.05	1.00	0.60	0.60	TWN
GRE904MDS	SOC 4MM 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440485030	0.05	2.00	0.50	0.50	TWN
GRE905MDS	SOC 5MM 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440485078	0.05	5.50	2.00	0.10	TWN
GRE906DS	SOC 3/16 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440485122	0.05	2.00	0.50	0.50	TWN
GRE906MDS	SOC 6MM 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440485153	0.10	2.00	0.50	0.50	TWN
GRE907DS	SOC 7/32 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440485221	0.10	2.00	0.50	0.50	TWN
GRE907MDS	SOC 7MM 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440485252	0.09	2.00	0.50	0.50	TWN
GRE908DS	SOC 1/4 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440485320	0.05	2.00	0.50	0.50	TWN
GRE909DS	SOC 9/32 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440485443	0.09	1.96	0.50	0.50	TWN
GRE910DS	SOC 5/16 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440485542	0.05	2.00	0.50	0.50	TWN
GRE945MDS	SOC 4.5 MM 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440486341	0.07	2.00	0.50	0.50	TWN
GRE955MDS	SOC 5.5 MM 1/4D IMP 6PT DP	2.72	4.18	4.35			1	729440486396	0.05	2.05	0.40	0.40	TWN
GRE1007M	SOC 7MM 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460020	0.10	1.10	0.75	0.75	TWN
GRE1008M	SOC 8MM 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460082	0.05	1.20	0.75	0.75	TWN
GRE1009M	SOC 9MM 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460174	0.10	1.20	0.75	0.75	TWN
GRE1010M	SOC 10MM 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460273	0.05	1.20	0.75	0.75	TWN
GRE1010R	SOC 5/16 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460327	0.08	1.20	0.70	0.70	TWN
GRE1011M	SOC 11MM 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460396	0.06	1.20	0.75	0.75	TWN
GRE1012M	SOC 12MM 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460495	0.10	1.20	0.70	0.70	TWN
GRE1012R	SOC 3/8 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460549	0.04	1.20	0.70	0.70	TWN
GRE1013M	SOC 13MM 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460600	0.04	1.15	0.70	0.70	TWN
GRE1014M	SOC 14MM 3/8D IMP 6PT	1.98	3.05	3.29			1	729440460686	0.10	1.20	0.70	0.70	TWN
GRE1014R	SOC 7/16 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460723	0.04	1.15	0.70	0.70	TWN
GRE1016R	SOC 1/2 3/8D IMP 6PT	1.98	3.05	3.17			1	729440460907	0.04	1.20	0.70	0.70	TWN
GRE1018R	SOC 9/16 3/8D IMP 6PT	1.98	3.05	3.29			1	729440461089	0.10	1.20	0.70	0.70	TWN
GRE1107M	SOC 7MM 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440461843	0.10	1.25	0.50	0.50	TWN
GRE1108M	SOC 8MM 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440461898	0.05	1.00	1.00	1.00	TWN
GRE1109M	SOC 9MM 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440461942	0.10	1.25	0.75	1.25	TWN
GRE1110M	SOC 10MM 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440462017	0.05	1.20	0.70	0.70	TWN
GRE1110R	SOC 5/16 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440462031	0.10	1.25	0.75	0.75	TWN
GRE1111M	SOC 11MM 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440462093	0.15	1.20	0.70	0.70	TWN
GRE1112M	SOC 12MM 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440462154	0.10	3.00	2.00	1.00	TWN
GRE1112R	SOC 3/8 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440462178	0.10	1.10	0.75	0.75	TWN
GRE1113M	SOC 13MM 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440462222	0.10	1.00	0.50	0.50	TWN
GRE1114M	SOC 14MM 3/8D IMP 12PT BLK	1.98	3.05	3.29			1	729440462291	0.10	0.75	0.75	1.20	TWN
GRE1114R	SOC 7/16 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440462314	0.10	1.25	0.75	0.75	TWN
GRE1116R	SOC 1/2 3/8D IMP 12PT BLK	1.98	3.05	3.17			1	729440462451	0.09	1.15	0.75	0.75	TWN
GRE1118R	SOC 9/16 3/8D IMP 12PT BLK	1.98	3.05	3.29			1	729440462567	0.10	1.25	0.75	0.75	TWN
GRE904MS	SOC 4MM 1/4D IMP 6PT	1.98	3.05	3.25			1	729440485047	0.05	0.90	0.50	0.50	TWN
GRE905MS	SOC 5MM 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485092	0.05	0.90	0.50	0.50	TWN
GRE906MS	SOC 6MM 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485177	0.04	0.90	0.50	0.50	TWN
GRE906RS	SOC 3/16 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485191	0.05	0.90	0.50	0.50	TWN
GRE907MS	SOC 7MM 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485276	0.05	0.90	0.50	0.50	TWN
GRE907RS	SOC 7/32 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485290	0.05	9.00	0.50	0.50	TWN
GRE908MS	SOC 8MM 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485375	0.04	0.90	0.50	0.50	TWN
GRE908RS	SOC 1/4 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485399	0.05	0.85	0.45	0.45	TWN
GRE909MS	SOC 9MM 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485481	0.05	9.00	0.55	0.55	TWN
GRE909RS	SOC 9/32 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485504	0.04	9.00	0.50	0.50	TWN
GRE910RS	SOC 5/16 1/4D IMP 6PT	1.98	3.05	3.08			1	729440485610	0.04	1.00	0.50	0.50	TWN
GRE911RS	SOC 11/32 1/4D IMP 6PT	1.98	3.05	3.25			1	729440485740	0.05	0.90	0.50	0.50	TWN
GRE945MS	SOC 4.5 MM 1/4D IMP 6PT	1.98	3.05	3.08			1	729440486358	0.05	0.90	0.50	0.50	TWN
